"n","author","title","editorial","pages","genre","subgenre","code"
"","WALTER SCOTT","IVANHOE","PROSA","128","CLÁSICOS Y CUENTOS","","BL1598"
"","NICOMEDES GUZMÁN","LA SANGRE Y LA ESPERANZA","LOM EDICIONES","341","NOVELA","","BL1599"
"","WILLIAM SHAKESPEARE","RICARDO II","AUSTRAL","155","TEATRO","","BL1600"
"","VÍCTOR MANUEL ARBELOA","POR NAVARRA: DE ESTELLA A RONCESVALLES III","I.G. CASTUERA","191","HISTORIA","","BL1601"
"","GLORIA ALEGRÍA RAMÍREZ","MUNDO DE CARTÓN","EDEBÉ","141","NOVELA","","BL1602"
"","CARLOS CASTANEDA","EL DON DEL ÁGUILA","EMECÉ","330","NOVELA","","BL1603"
"","ERNESTO SÁBATO","EL TÚNEL","4 HOJAS","110","NOVELA","","BL1604"
"","JOHAN HESSEN","TEORÍA DEL CONOCIMIENTO","CENTRO GRÁFICO","148","ENSAYOS","","BL1605"
"","JORGE LUIS BORGES","NUEVA ANTOLOGÍA PERSONAL","CLUB BRUGUERA","278","NOVELA","","BL1606"
"","DAVID MORRIS","EL GUERRERO DE LA TIERRA","ANDRÉS BELLO","268","NOVELA","","BL1607"
"","KHALED HOSSEINI","MIL SOLES ESPLÉNDIDOS","SALAMANDRA","380","NOVELA","","BL1608"
"","HENRI PIRENNE","HISTORIA ECONÓMICA Y SOCIAL DE LA EDAD MEDIA","FONDO DE CULTURA ECONÓMICA","249","HISTORIA","","BL1609"
"","LOUISE MAY ALCOTT","MUJERCITAS","ZIG-ZAG","159","CLÁSICOS Y CUENTOS","","BL1610"
"","AUGUSTO MONTERROSO","LLORAR ORILLAS DEL RÍO MAPOCHO","LOM EDICIONES","75","ENSAYOS","","BL1611"
"","ALEJO ROA BLECK","HISTORIA DE LA LITERATURA","MINISTERIO DE EDUCACIÓN","434","EDUCACIÓN","","BL1612"
"","CHARLES DICKENS","DAVID COPPERFIELD","HARLA","722","CLÁSICOS Y CUENTOS","","BL1613"
"","EVELYNE REBERG","LA REDACCIÓN","NORMA","96","INFANTIL","","BL1614"
"","RICHMAL CROMPTON","GUILLERMO EL LÍDER","ANDRÉS BELLO","145","INFANTIL","","BL1615"
"","MARY POPE OSBORNE","MITOS GRIEGOS","NORMA","126","JUVENIL","","BL1616"
"","MICHAEL HARDT/ANTONIO NEGRI","LA MULTITUD Y LA GUERRA","LOM EDICIONES","144","ENSAYOS","","BL1617"
"","ARMANDO GHIO","DICCIONARIO PRÁCTICO DE SINÓNIMOS Y ANTÓNIMOS","RAMÓN SOPENA","285","EDUCACIÓN","","BL1618"
"","NEVA MILICIC","A SER FELIZ TAMBIÉN SE APRENDE","GRIJALBO","245","EDUCACIÓN","","BL1619"
"","PILAR SORDO","BIENVENIDO DOLOR","PLANETA","183","AUTOAYUDA","","BL1620"
"","ALBERTO FUGUET","MALA ONDA","PLANETA","296","NOVELA","","BL1621"
"","MANUEL ROJAS","TRAVESÍA","NASCIMENTO","165","NOVELA","","BL1622"
"","JOHANN WOLFGANG VON GOETHE","WERTHER","ANDRÉS BELLO","153","NOVELA","","BL1623"
"","VIRGINIA SATIR","VIVIR PARA CRECER","PAX MÉXICO","103","AUTOAYUDA","","BL1624"
"","ALBERTO BLEST GANA","MARTÍN RIVAS","EDICIONES INDEPENDIENTES","87","NOVELA","","BL1625"
"","CARLOS CUAUHTÉMOC SÁNCHEZ","VOLAR SOBRE EL PANTANO","EDICIONES SELECTAS DIAMANTES","191","AUTOAYUDA","","BL1626"
"","CHARLES DICKENS","HISTORIA DE DOS CIUDADES","ANDRÉS BELLO","244","CLÁSICOS Y CUENTOS","","BL1627"
"","PABLO NERUDA","LA LÁMPARA EN LA TIERRA/ALTURAS DE MACHU PICCHU","ANDRÉS BELLO","74","POESÍA","","BL1628"
"","ALFREDO GÓMEZ CERDÁ","APARECIÓ EN MI VENTANA","EDICIONES SM","113","INFANTIL","","BL1629"
"","A.C. BHAKTIVEDANTA SWAMI PRABHUPÄDA","LA PERFECCIÓN DEL YOGA","THE BHAKTIVEDANTA BOOK TRUST CONOSUR","65","ESOTÉRICOS","","BL1630"
"","JAMES FENIMORE COOPER","EL ÚLTIMO MOHICANO","MESTAS EDICIONES","442","CLÁSICOS Y CUENTOS","","BL1631"
"","JOHN IRVING","THE WORLD ACCORDING TO GARP","BLACK SWAN","603","NOVELA INGLÉS","","BL1632"
"","URS RICHLE","EL CHOFER QUE NO ERA","ANDRÉS BELLO","191","NOVELA","","BL1633"
"","DON JUAN MANUEL","EL CONDE LUCANOR","ERCILLA","250","CLÁSICOS Y CUENTOS","","BL1634"
"","FERNANDO SANTIVÁN","LA HECHIZADA","ZIG-ZAG","126","JUVENIL","","BL1635"
"","JACQUELINE BALCELLS","EL NIÑO QUE SE FUE EN UN ÁRBOL","ANDRÉS BELLO","113","INFANTIL","","BL1636"
"","LEÓN TOLSTOI","LA GUERRA Y LA PAZ: TOMO I","ERCILLA","315","CLÁSICOS Y CUENTOS","","BL1637"
"","LEÓN TOLSTOI","LA GUERRA Y LA PAZ: TOMO III","ERCILLA","252","CLÁSICOS Y CUENTOS","","BL1638"
"","JORGE LUIS BORGES","EL ALEPH","ALIANZA EDITORIAL","198","CLÁSICOS Y CUENTOS","","BL1639"
"","PABLO HUNEEUS","LA CULTURA HUACHACA","EDITORA NUEVA GENERACIÓN","160","ENSAYOS","","BL1640"
"","ENRIQUE BARRIOS","AMI EL NIÑO DE LAS ESTRELLAS","ANKAY","149","INFANTIL","","BL1641"
"","FRANZ KAFKA","LA METAMORFOSIS","SANTIAGO LTDA.","75","CLÁSICOS Y CUENTOS","","BL1642"
"","MARCELA PAZ","PAPELUCHO","SUDAMERICANA","118","INFANTIL","","BL1643"
"","LEÓN TOLSTOI","LA GUERRA Y LA PAZ: TOMO II","ERCILLA","251","CLÁSICOS Y CUENTOS","","BL1644"
"","JORDI SIERRA I FABRA","LAS CHICAS DE ALAMBRE","ALFAGUARA","152","NOVELA","","BL1645"
"","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","QUERIDO FANTASMA","ANDRÉS BELLO","99","INFANTIL","","BL1646"
"","CHARLES DICKENS","DAVID COPPERFIELD","ZIG-ZAG","158","DAVID COPPERFIELD","","BL1647"
"","ERNESTO SÁBATO","EL TÚNEL ","SEIX BARRAL","137","NOVELA","","BL1648"
"","FRANZ KAFKA","EL PROCESO","ANDRÉS BELLO","291","NOVELA","","BL1649"
"","LUIS ALBERTO HEIREMANS","EL ABANDERADO","PEHUÉN","91","TEATRO","","BL1650"
"","A.C. BHAKTIVEDANTA SWAMI PRABHUPÄDA","KARMA: LA JUSTICIA INFALIBLE","THE BHAKTIVEDANTA BOOK TRUST CONOSUR","82","ESOTÉRICOS","","BL1651"
"","JOSEPH CONRAD","HEART OF DARKNESS/THE SECRET SHARER","SIGNET","158","NOVELA INGLÉS","","BL1652"
"","WILLIAM GOLDING","EL SEÑOR DE LAS MOSCAS","EDISUR","95","NOVELA","","BL1653"
"","HÉCTOR MALOT","SIN FAMILIA","ANDRÉS BELLO","210","JUVENIL","","BL1654"
"","VARIOS AUTORES","CUENTOS CHILENOS","PROSA","94","CLÁSICOS Y CUENTOS","","BL1655"
"","ANA FRANK","DIARIO DE ANA FRANK","ZIG-ZAG","239","CLÁSICOS Y CUENTOS","","BL1656"
"","GUSTAVE FLAUBERT","MADAME BOVARY","CUARTO PROPIO","354","CLÁSICOS Y CUENTOS","","BL1657"
"","ALBERTO FUGUET","SOBREDOSIS","ALFAGUARA","132","NOVELA","","BL1658"
"","SAÚL SCHKOLNIK","CUENTOS DE LOS DERECHOS DEL NIÑO","ZIG-ZAG","108","INFANTIL","","BL1659"
"","VARIOS AUTORES","TEMAS SOCIALISTAS: NÚMERO 2","VECTOR","165","ENSAYOS","","BL1660"
"","ALBERTO FUGUET","POR FAVOR, REBOBINAR","ALFAGUARA","409","NOVELA","","BL1661"
"","VARIOS AUTORES","CIUDADANÍA Y ECONOMÍA","SANTILLANA","287","EDUCACIÓN","","BL1662"
"","LEONOR EBERT GROB","CÓMO APRENDÍ A VIVIR DESPUÉS DE SANAR DE CÁNCER","PLANETA","198","AUTOAYUDA","","BL1663"
"","ROBERTO BOLAÑO","EL GAUCHO INSUFRIBLE","ANAGRAMA","177","NOVELA","","BL1664"
"","CLIVE STAPLES LEWIS","LOS MILAGROS","RAYO","255","NOVELA","","BL1665"
"","JANE AUSTEN","PRIDE AND PREJUDICE","OXFORD BOOKWORMS LIBRARY","117","NOVELA INGLÉS","","BL1666"
"","JOSÉ LUIS ROSASCO","DÓNDE ESTÁS, CONSTANZA...","ANDRÉS BELLO","116","JUVENIL","","BL1667"
"","MIGUEL DE UNAMUNO","NADA MENOS QUE TODO UN HOMBRE","ANDRÉS BELLO","112","NOVELA","","BL1668"
"","MIGUEL ÁNGEL MENDO","EL CASO DE LA ECHADORA DE CARTAS","EDELVIVES","90","JUVENIL","","BL1669"
"","EDUARDO BARRIOS","EL NIÑO QUE ENLOQUECIÓ DE AMOR","REVISTA VEA","97","JUVENIL","","BL1670"
"","LAURA ESQUIVEL","COMO AGUA PARA CHOCOLATE","RANDOM HOUSE MONDADORI","173","NOVELA","","BL1671"
"","RAY BRADBURY","CRÓNICAS MARCIANAS","MILLALONCO","255","NOVELA","","BL1672"
"","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","UN DÍA EN LA VIDA DE JUANITA, PEQUEÑA PATRIOTA","ZIG-ZAG","86","INFANTIL","","BL1673"
"","HENRY RIDER HAGGARD","ELLA","ANDRÉS BELLO","173","NOVELA","","BL1674"
"","FRANZ KAFKA","LA METAMORFOSIS","COLICHEUQUE","79","CLÁSICOS Y CUENTOS","","BL1675"
"","WALTER SCOTT","IVANHOE","COLICHEUQUE","80","CLÁSICOS Y CUENTOS","","BL1676"
"","SUN TZU","EL ARTE DE LA GUERRA","EDICIONES LEA","125","FILOSOFÍA Y PSICOLOGÍA","","BL1677"
"","ANÓNIMO","PREGÚNTALE A ALICIA","BIBLIOGRÁFICA INTERNACIONAL","188","NOVELA","","BL1678"
"","OSCAR RÍOS","MUJERES DESECHABLES, ¿REALIDAD O FICCIÓN?","ANDROS IMPRESORES","212","AUTOAYUDA","","BL1679"
"","CHARLOTTE BRONTË","JANE EYRE","ZIG-ZAG","134","CLÁSICOS Y CUENTOS","","BL1680"
"","DAVE WOLVERTON","LA GUERRA DE LAS GALAXIAS: EL CORTEJO DE LA PRINCESA LEIA","EDICIONES MARTÍNEZ ROCA","380","NOVELA","","BL1681"
"","HENRY JAMES","DAISY MILLER","UNIDAD EDITORIAL","94","NOVELA","","BL1682"
"","EDUARDO BARRIOS","GRAN SEÑOR Y RAJADIABLOS: TOMO II","ERCILLA","159","NOVELA","","BL1683"
"","MIGUEL DE UNAMUNO","NADA MENOS QUE TODO UN HOMBRE","CENTRO GRÁFICO","87","NOVELA","","BL1684"
"","PEDRO CALDERÓN DE LA BARCA","LA VIDA ES SUEÑO","RAMÓN SOPENA","126","TEATRO","","BL1685"
"","ANTOINE DE SAINT-EXUPÉRY","EL PRINCIPITO","ZIG-ZAG","107","CLÁSICOS Y CUENTOS","","BL1686"
"","VICENTE HUIDOBRO","CAGLIOSTRO","UNIVERSITARIA","143","NOVELA","","BL1687"
"","ANA FRANK","EL DIARIO DE ANA FRANK","PROSA","124","CLÁSICOS Y CUENTOS","","BL1688"
"","GENARO PRIETO","EL SOCIO","PROSA","128","JUVENIL","","BL1689"
"","JOSÉ DONOSO","CORONACIÓN","SANTILLANA","341","NOVELA","","BL1690"
"","JEAN WEBSTER","PAPAÍTO PIERNAS LARGAS","EDISUR","94","JUVENIL","","BL1691"
"","FRANCISCO COLOANE","EL ÚLTIMO GRUMETE DE LA BAQUEDANO","ZIG-ZAG","125","CLÁSICOS Y CUENTOS","","BL1692"
"","BARTOLOMÉ BENNASAR","EL GALEOTE DE ARGEL","EL PAÍS","138","NOVELA","","BL1693"
"","JACQUELINE BALCELLS","CUENTOS DE LOS REINOS INQUIETOS","ANDRÉS BELLO","109","INFANTIL","","BL1694"
"","ALBERTO BALTRA CORTÉS","CRECIMIENTO ECONÓMICO DE AMÉRICA LATINA","DEL PACÍFICO","301","ECONOMÍA Y ADMINISTRACIÓN","","BL1695"
"","VOLTAIRE","DICCIONARIO FILOSÓFICO","EDICIONES LIBERTADOR","382","FILOSOFÍA Y PSICOLOGÍA","","BL1696"
"","RAY BRADBURY","FAHRENHEIT 451","PLAZA Y JANÉS","184","NOVELA","","BL1697"
"","MIGUEL DE UNAMUNO","NADA MENOS QUE TODO UN HOMBRE","CENTRO GRÁFICO","87","NOVELA","","BL1698"
"","ISAAC ASIMOV","EL HOMBRE BICENTENARIO","PROSA","476","NOVELA","","BL1699"
"","ARTHUR CONAN DOYLE","LAS AVENTURAS DE LAS CINCO SEMILLAS DE NARANJA Y OTROS CUENTOS","EDISUR","94","CLÁSICOS Y CUENTOS","","BL1700"
"","JORDI SIERRA I FABRA","EL TESTAMENTO DE UN LUGAR LLAMADO TIERRA","EDICIONES SM","153","NOVELA","","BL1701"
"","ANÓNIMO","EL LAZARILLO DE TORMES","NEXO EDITORES","79","CLÁSICOS Y CUENTOS","","BL1702"
"","MARK TWAIN","AVENTURAS DE HUCK FINN","PUBLICACIONES LO CASTILLO","126","INFANTIL","","BL1703"
"","MANUEL ROJAS","LANCHAS EN LA BAHÍA","ZIG-ZAG","109","JUVENIL","","BL1704"
"","MARK TWAIN","UN YANQUI EN LA CORTE DEL REY ARTURO","RAMÓN SOPENA","284","CLÁSICOS Y CUENTOS","","BL1705"
"","NEALE DONALD WALSCH","CONVERSACIONES CON DIOS","RANDOM HOUSE MONDADORI","251","ESOTÉRICOS","","BL1706"
"","BENITO PÉREZ GALDÓS","MARIANELA","ANDRÉS BELLO","163","NOVELA","","BL1707"
"","EDGAR ALLAN POE","NARRACIONES EXTRAORDINARIAS","ZIG-ZAG","314","CLÁSICOS Y CUENTOS","","BL1708"
"","ENRIQUE IBSEN","CASA DE MUÑECAS","REVISTA VEA","99","TEATRO","","BL1709"
"","ARTHUR CONAN DOYLE","SHERLOCK HOLMES: EL SIGNO DE LOS CUATRO","EDISUR","189","CLÁSICOS Y CUENTOS","","BL1710"
"","NIZAR SASSI","GUANTÁNAMO","EDAF","190","NOVELA","","BL1711"
"","VARIOS AUTORES","MUJER GENERACIÓN SIGLO XXI, 2007","LOM","115","ENSAYOS","","BL1712"
"","VARIOS AUTORES","ANÁLISIS DEL AÑO 2012","DEPARTAMENTO DE SOCIOLOGÍA UNIVERSIDAD DE CHILE","149","ENSAYOS","","BL1713"
"","JOHN RONALD REUEL TOLKIEN","EL SEÑOR DE LOS ANILLOS: LA COMUNIDAD DEL ANILLO","MINOTAURO","555","NOVELA","","BL1714"
"","JOHN RONALD REUEL TOLKIEN","EL SEÑOR DE LOS ANILLOS: LAS DOS TORRES","MINOTAURO","467","NOVELA","","BL1715"
"","JOHN RONALD REUEL TOLKIEN","EL SEÑOR DE LOS ANILLOS: EL RETORNO DEL REY","MINOTAURO","417","NOVELA","","BL1716"
"","MARIO BENEDETTI","LA BORRA DEL CAFÉ","EMECÉ","204","NOVELA","","BL1717"
"","OSCAR WILDE","LA IMPORTANCIA DE LLAMARSE ERNESTO","ANDRÉS BELLO","175","TEATRO","","BL1718"
"","FERNANDO CUADRA","LA NIÑA EN LA PALOMERA","PEHUÉN","156","TEATRO","","BL1719"
"","UMBERTO ECO","EL NOMBRE DE LA ROSA","RANDOM HOUSE MONDADORI","493","NOVELA","","BL1720"
"","JEAN WEBSTER","PAPAÍTO PIERNAS LARGAS","ZIG-ZAG","151","JUVENIL","","BL1721"
"","ARTHUR CONAN DOYLE","LA AVENTURAS DE SHERLOCK HOLMES","LA NACIÓN","96","CLÁSICOS Y CUENTOS","","BL1722"
"","MIGUEL FRANK","CINCO ACTRICES CHILENAS","LA NORIA","87","BIOGRAFÍA","","BL1723"
"","TOM & JUDY LICKONA","SEX, LOVE, AND YOU","GREEN PRESS","184","AUTOAYUDA","","BL1724"
"","ISABEL ALLENDE","LA CASA DE LOS ESPÍRITUS","PROSA","412","NOVELA","","BL1725"
"","WILLIAM SHAKESPEARE","ROMEO Y JULIETA","EDISUR","93","TEATRO","","BL1726"
"","MARY SHELLEY","FRANKENSTEIN","PORTADA","160","CLÁSICOS Y CUENTOS","","BL1727"
"","OSCAR WILDE","EL FANTASMA DE CANTERVILLE","ZIG-ZAG","102","CLÁSICOS Y CUENTOS","","BL1728"
"","MIGUEL DE UNAMUNO","NIEBLA","COLICHEUQUE","79","NOVELA","","BL1729"
"","GENARO PRIETO","EL SOCIO","PROSA","128","JUVENIL","","BL1730"
"","GUSTAVO ADOLFO BÉCKER","RIMAS Y LEYENDAS","CENTRO GRÁFICO","124","POESÍA","","BL1731"
"","GABRIEL GARCÍA MÁRQUEZ","LOS FUNERALES DE LA MAMÁ GRANDE","SUDAMERICANA","195","NOVELA","","BL1732"
"","MIGUEL DE CERVANTES","DON QUIJOTE DE LA MANCHA","ZIG-ZAG","223","CLÁSICOS Y CUENTOS","","BL1733"
"","HERMAN HESSE","DEMIAN","OLIMPO","125","CLÁSICOS Y CUENTOS","","BL1734"
"","HORACIO QUIROGA","CUENTOS DE AMOR, DE LOCURA Y DE MUERTE","ANDRÉS BELLO","166","CLÁSICOS Y CUENTOS","","BL1735"
"","JULIO VERNE","CINCO SEMANAS EN GLOBO","PROSA","128","CLÁSICOS Y CUENTOS","","BL1736"
"","RAY BRADBURY","LAS DORADAS MANZANAS DEL SOL","MINOTAURO","243","NOVELA","","BL1737"
"","WOLGANG CASTILLO CASTRO","CÓMO LLEGUÉ A SER EL VENDEDOR QUE SOÑÉ","NORMA","174","ECONOMÍA Y ADMINISTRACIÓN","","BL1738"
"","HERMAN HESSE","SIDDHARTHA","PROSA","128","CLÁSICOS Y CUENTOS","","BL1739"
"","PEARL BUCK","LA BUENA TIERRA","CENTRO GRÁFICO","255","NOVELA","","BL1740"
"","LINA MERUANE","CERCADA","CUARTO PROPIO","87","NOVELA","","BL1741"
"","ROBERTO FLORES SALGADO","HISTORIAS LIMÍTROFES","IMPRENTA ALAMEDA DE TACNA","96","NOVELA","","BL1742"
"","FRANZ KAFKA","LA METAMORFOSIS","SANTIAGO LTDA.","75","CLÁSICOS Y CUENTOS","","BL1743"
"","BENITO PÉREZ GALDÓS","MARIANELA","SIN EDITORIAL","157","NOVELA","","BL1744"
"","MARIO BENEDETTI","LA TREGUA","SIN EDITORIAL","191","NOVELA","","BL1745"
"","GIOVANNI CARMONA","CUENTOS EN MOVIMIENTO III","EDICIONES RUMBOS","228","CLÁSICOS Y CUENTOS","","BL1746"
"","JACQUELINE BALCELLS/ANA MARÍA GÜIRALDES","QUERIDO FANTASMA","ANDRÉS BELLO","99","INFANTIL","","BL1747"
"","FÉLIX MARÍA DE SAMANIEGO","FÁBULAS DE SAMANIEGO","TOMO","202","CLÁSICOS Y CUENTOS","","BL1748"
"","ANÓNIMO","PREGÚNTALE A ALICIA","EDICIONES MARTÍNEZ ROCA","198","NOVELA","","BL1749"
"","ANÓNIMO","PREGÚNTALE A ALICIA","OLIMPO","141","NOVELA","","BL1750"
"","ANTONIO MACHADO","POESÍA SELECTA","ERCILLA","234","POESÍA","","BL1751"
"","OSCAR WILDE","CUENTOS","COLICHEUQUE","76","CLÁSICOS Y CUENTOS","","BL1752"
"","ANTOINE DE SAINT-EXUPÉRY","EL PRINCIPITO","ZIG-ZAG","106","CLÁSICOS Y CUENTOS","","BL1753"
"","JOHN RONALD REUEL TOLKIEN","EL SEÑOR DE LOS ANILLOS: LA COMUNIDAD DEL ANILLO","MINOTAURO","548","NOVELA","","BL1754"
"","ENID BLYTON","MISTERIO DEL PRÍNCIPE DESAPARECIDO","MOLINO","206","NOVELA","","BL1755"
"","JUAN RULFO","EL LLANO EN LLAMAS","EDITORIAL RM","169","NOVELA","","BL1756"
"","VARIOS AUTORES","100% GRAFFITIS","GRIJALBO","272","SOCIEDAD","","BL1757"
"","RUBÉN DARÍO","AZUL... Y POEMAS","ANDRÉS BELLO","237","NOVELA","","BL1758"
"","ENRIQUE LAFOURCADE","PALOMITA BLANCA","ZIG-ZAG","159","JUVENIL","","BL1759"
"","PIERRE LOTI","LAS DESENCANTADAS","PLANETA","346","NOVELA","","BL1760"
"","VÍCTOR DOMINGO SILVA","GOLONDRINA DE INVIERNO","ANDRÉS BELLO","190","NOVELA","","BL1761"
"","HÉCTOR AGUILAR CAMÍN","LA GUERRA DE GALIO","CATALONIA","580","NOVELA","","BL1762"
"","MOLIÈRE","EL ENFERMO IMAGINARIO","ANDRÉS BELLO","128","TEATRO","","BL1763"
"","LOUISA MAY ALCOTT","HOMBRECITOS","PROSA","127","CLÁSICOS Y CUENTOS","","BL1764"
"","LAUTARO GUERRA","DEL MAR A LAS ESTRELLAS","EDICIONES SM","81","INFANTIL","","BL1765"
"","JOSÉ LUIS ROSASCO","FRANCISCA YO TE AMO","PLANETA","140","NOVELA","","BL1766"
"","ERIC AMBLER","VIAJE AL MIEDO","BRUGUERA","283","NOVELA","","BL1767"
"","LUCÍA LARAGIONE","AMORES QUE MATAN","ALFAGUARA","139","JUVENIL","","BL1768"
"","ISABEL ALLENDE","DE AMOR Y DE SOMBRAS","SUDAMERICANA","268","NOVELA","","BL1769"
"","JORGE LUIS BORGES","EL ALEPH","ERCILLA","184","CLÁSICOS Y CUENTOS","","BL1770"
"","VIRGILIO","LA ENEIDA","ERCILLA","203","CLÁSICOS Y CUENTOS","","BL1771"
"","OSCAR CASTRO","COMARCA DEL JAZMÍN","ANDRÉS BELLO","145","NOVELA","","BL1772"
"","VARIOS AUTORES","ECOS URBANOS","ALFAGUARA","144","CLÁSICOS Y CUENTOS","","BL1773"
"","LUIS SEPÚLVEDA","UN VIEJO QUE LEÍA NOVELAS DE AMOR","TUSQUETS EDITORES","137","NOVELA","","BL1774"
"","VARIOS AUTORES","LOS FANTASMAS DEL EVEREST","RANDOM HOUSE MONDADORI","203","CRÓNICA","","BL1775"
"","JORGE LUIS BORGES","EL ALEPH","ERCILLA","184","CLÁSICOS Y CUENTOS","","BL1776"
"","ERNESTO SÁBATO","EL TÚNEL","SEIX BARRAL","137","NOVELA","","BL1777"
"","FERNANDO ALMENA","UN SOLO DE CLARINETE","EDICIONES SM","105","INFANTIL","","BL1778"
"","BLANCA SANTA CRUZ","CUENTOS CHILENOS","ZIG-ZAG","111","CLÁSICOS Y CUENTOS","","BL1779"
"","JULIO VERNE","ALREDEDOR DE LA LUNA","OFFSETGRAMA","193","CLÁSICOS Y CUENTOS","","BL1780"
"","FERNANDO DE ROJAS","LA CELESTINA","REVISTA VEA","196","TEATRO","","BL1781"
"","ALBERT CAMUS","EL EXTRANJERO","EMECÉ","143","NOVELA","","BL1782"
"","ERNESTO SÁBATO","EL TÚNEL","MILLENIUM","128","NOVELA","","BL1783"
"","CHRISTOPHER BLACK","EL RETO DE LAS GALAXIAS: EL SECTOR MALIGNO","SUSAETA","114","JUVENIL","","BL1784"
"","MARK TWAIN","LAS AVENTURAS DE TOM SAWYER","ANDRÉS BELLO","176","CLÁSICOS Y CUENTOS","","BL1785"
"","APULEYO SOTO","LOS AMIGOS","EMILIANO ESCOLAR EDITOR","119","INFANTIL","","BL1786"
"","ALEJANDRO DUMAS","EL TULIPÁN NEGRO","PORTADA","62","CLÁSICOS Y CUENTOS","","BL1787"
"","CLARA USÓN","CORAZÓN DE NAPALM","SEIX BARRAL","367","NOVELA","","BL1788"
"","CALAMITY JANE","CARTAS A SU HIJA","DOLMIEN EDICIONES","84","NOVELA","","BL1789"
"","ANÓNIMO ","LAS MIL Y UNA NOCHES","ZIG-ZAG","125","CLÁSICOS Y CUENTOS","","BL1790"
"","MARTA BRUNET","MARÍA NADIE","CUARTO PROPIO","166","NOVELA","","BL1791"
"","FERNANDO SAVATER","ÉTICA PARA AMADOR","ARIEL","189","ENSAYOS","","BL1792"
"","FRANZ KAFKA","LA METAMORFOSIS","SOL 90","89","CLÁSICOS Y CUENTOS","","BL1793"
"","VARIOS AUTORES","CHILE EN EL SIGLO XX","PLANETA","290","HISTORIA","","BL1794"
"","HOMERO","LA ODISEA","CENTRO GRÁFICO","250","CLÁSICOS Y CUENTOS","","BL1795"
"","ANTONIO SKÁRMETA","ARDIENTE PACIENCIA","SUDAMERICANA","137","NOVELA","","BL1796"
"","WILLIAM SHAKESPEARE","ROMEO Y JULIETA","ZIG-ZAG","129","TEATRO","","BL1797"
"","PAULO COELHO","EL ALQUIMISTA","GRIJALBO","195","NOVELA","","BL1798"
"","FRANCISCO CRUZ","EL CARTEL DE JUÁREZ","PLANETA","318","CRÓNICA","","BL1799"
"","PEDRO CALDERÓN DE LA BARCA","EL GRAN TEATRO DEL MUNDO","COLICHEUQUE","78","TEATRO","","BL1800"
"","HENRY MILLER","TRÓPICO DE CAPRICORNIO","MILLENIUM","279","NOVELA","","BL1801"
"","JULIO VERNE","UN CAPITÁN DE QUINCE AÑOS","ZIG-ZAG","158","CLÁSICOS Y CUENTOS","","BL1802"
"","WILLIAM GOLDING","LA PIRÁMIDE","ANDRÉS BELLO","225","NOVELA","","BL1803"
"","JAIME EYZAGUIRRE","IDEARIO Y RUTA DE LA EMANCIPACIÓN CHILENA","UNIVERSITARIA","146","HISTORIA","","BL1804"
"","MARÍA LUISA BOMBAL","OBRAS COMPLETAS: TOMO I","ZIG-ZAG","261","NOVELA","","BL1805"
"","VARIOS AUTORES","PROCESOS DE MEMORIA, CIUDADANÍA Y RECUPERACIÓN DE LUGARES DE CONCIENCIA ","SALESIANOS","119","ENSAYOS","","BL1806"
"","EUGENIA WEINSTEIN","YO (NO) QUIERO SER FELIZ","AGUILAR","165","AUTOAYUDA","","BL1807"
"","OSCAR WILDE","EL FANTASMA DE CANTERVILLE","PEHUÉN","156","CLÁSICOS Y CUENTOS","","BL1808"
"","MARÍA GRIPE","LOS ESCARABAJOS VUELAN AL ATARDECER","EDICIONES SM","225","NOVELA","","BL1809"
"","LUIGI GIUSSANI","EDUCAR ES UN RIESGO","EDICIONES ENCUENTRO","133","ENSAYOS","","BL1810"
"","UTE BERGDOLT DE WALSCHBURGER","LEYENDAS DE NUESTRA AMÉRICA","NORMA","185","JUVENIL","","BL1811"
"","FREDERICK FORSYTH","EL EMPERADOR","EDICIONES B","261","NOVELA","","BL1812"
"","WILLIAM SHAKESPEARE","ROMEO Y JULIETA","EDITORES MEXICANOS UNIDOS","155","TEATRO","","BL1813"
"","VARIOS AUTORES","LA EVANGELIZACIÓN EN EL PRESENTE Y EN EL FUTURO DE AMÉRICA LATINA","CONFERENCIA EPISCOPAL DE CHILE","375","RELIGIÓN","","BL1814"
"","EUGENIO RODRÍGUEZ","EPICENTRO","ANDRÉS BELLO","177","NOVELA","","BL1815"
"","RENÉ DESCARTES","EL DISCURSO DEL MÉTODO","EDICIONESS BRONTES","125","FILOSOFÍA Y PSICOLOGÍA","","BL1816"
"","ENRIQUE BARRIOS","AMI EL NIÑO DE LAS ESTRELLAS","ANKAY","149","INFANTIL","","BL1817"
"","CHARLES DICKENS","DAVID COPPERFIELD","COLICHEUQUE","80","CLÁSICOS Y CUENTOS","","BL1818"
"","MAURICIO PAREDES","LA CAMA MÁGICA DE BARTOLO","ALFAGUARA","86","INFANTIL","","BL1819"
"","ENRIQUE ROJAS","ADIÓS, DEPRESIÓN","EDICIONES TEMAS DE HOY","426","AUTOAYUDA","","BL1820"
